"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","177","testRevokeSessionById_whenSessionNotFound_shouldThrowException()","","Mon Jul 28 10:22:56 GMT 2025","passed","Mon Jul 28 10:22:57 GMT 2025","","com.talentradar.user_service.SessionServiceRevokeTests","com.talentradar.user_service.SessionServiceRevokeTests","testRevokeSessionById_whenSessionNotFound_shouldThrowException"
"","2286","Should return error when user ID header is invalid","","Mon Jul 28 10:22:53 GMT 2025","passed","Mon Jul 28 10:22:55 GMT 2025","","com.talentradar.user_service.controller.UserControllerTest","com.talentradar.user_service.controller.UserControllerTest","getMe_WithInvalidUserIdHeader_ReturnsBadRequest"
"","2","testRevokeSessionById_handlesMinimalSessionObject()","","Mon Jul 28 10:22:57 GMT 2025","passed","Mon Jul 28 10:22:57 GMT 2025","","com.talentradar.user_service.SessionServiceRevokeTests","com.talentradar.user_service.SessionServiceRevokeTests","testRevokeSessionById_handlesMinimalSessionObject"
"","11","Should get all users with pagination","","Mon Jul 28 10:22:52 GMT 2025","passed","Mon Jul 28 10:22:52 GMT 2025","","com.talentradar.user_service.service.UserServiceTest","com.talentradar.user_service.service.UserServiceTest","getAllUsers_WithValidPagination_ReturnsUsers"
"","4","Should throw RuntimeException when email address is invalid","","Mon Jul 28 10:22:50 GMT 2025","passed","Mon Jul 28 10:22:50 GMT 2025","","com.talentradar.user_service.service.SmtpEmailServiceTest","com.talentradar.user_service.service.SmtpEmailServiceTest","sendRegistrationInvite_WithInvalidEmail_ThrowsRuntimeException"
"","6","Should throw exception when no manager found for developer","","Mon Jul 28 10:22:53 GMT 2025","passed","Mon Jul 28 10:22:53 GMT 2025","","com.talentradar.user_service.service.UserServiceTest","com.talentradar.user_service.service.UserServiceTest","initiateRegistration_WithDeveloperRole_NoManagerFound_ThrowsException"
"","22","Should get all users with custom pagination","","Mon Jul 28 10:22:55 GMT 2025","passed","Mon Jul 28 10:22:55 GMT 2025","","com.talentradar.user_service.controller.UserControllerTest","com.talentradar.user_service.controller.UserControllerTest","getAll_WithCustomPagination_ReturnsUsers"
"","11","Should throw RuntimeException when email processing fails","","Mon Jul 28 10:22:50 GMT 2025","passed","Mon Jul 28 10:22:50 GMT 2025","","com.talentradar.user_service.service.SmtpEmailServiceTest","com.talentradar.user_service.service.SmtpEmailServiceTest","sendRegistrationInvite_WhenEmailProcessingFails_ThrowsRuntimeException"
"","9","Should successfully load user by email","","Mon Jul 28 10:22:53 GMT 2025","passed","Mon Jul 28 10:22:53 GMT 2025","","com.talentradar.user_service.service.CustomUserDetailsServiceTest","com.talentradar.user_service.service.CustomUserDetailsServiceTest","loadUserByUsername_WithValidEmail_ReturnsUserDetails"
"","2","filterSessions_shouldPreservePaginationMeta()","","Mon Jul 28 10:22:57 GMT 2025","passed","Mon Jul 28 10:22:57 GMT 2025","","com.talentradar.user_service.SessionServiceFilterTest","com.talentradar.user_service.SessionServiceFilterTest","filterSessions_shouldPreservePaginationMeta"
"","107","filterSessions_withOnlyUserId_shouldCallFilterByOnlyUserId()","","Mon Jul 28 10:22:57 GMT 2025","passed","Mon Jul 28 10:22:57 GMT 2025","","com.talentradar.user_service.SessionServiceFilterTest","com.talentradar.user_service.SessionServiceFilterTest","filterSessions_withOnlyUserId_shouldCallFilterByOnlyUserId"
"","4","Should throw exception when role not found in getAllUsers","","Mon Jul 28 10:22:53 GMT 2025","passed","Mon Jul 28 10:22:53 GMT 2025","","com.talentradar.user_service.service.UserServiceTest","com.talentradar.user_service.service.UserServiceTest","getAllUsers_WithInvalidRoleId_ThrowsException"
"","2","Should handle empty email","","Mon Jul 28 10:22:53 GMT 2025","passed","Mon Jul 28 10:22:53 GMT 2025","","com.talentradar.user_service.service.CustomUserDetailsServiceTest","com.talentradar.user_service.service.CustomUserDetailsServiceTest","loadUserByUsername_WithEmptyEmail_ThrowsUsernameNotFoundException"
"","3","Should return empty list when no roles exist","","Mon Jul 28 10:22:51 GMT 2025","passed","Mon Jul 28 10:22:51 GMT 2025","","com.talentradar.user_service.service.RoleServiceTest","com.talentradar.user_service.service.RoleServiceTest","getAllRoles_WithNoRoles_ReturnsEmptyList"
"","29","Should return empty roles list when no roles exist","","Mon Jul 28 10:22:56 GMT 2025","passed","Mon Jul 28 10:22:56 GMT 2025","","com.talentradar.user_service.controller.RoleControllerTest","com.talentradar.user_service.controller.RoleControllerTest","getAllRoles_WithNoRoles_ReturnsEmptyList"
"","4","filterSessions_withUserIdAndDate_shouldCallFilterByUserIdAndDate()","","Mon Jul 28 10:22:57 GMT 2025","passed","Mon Jul 28 10:22:57 GMT 2025","","com.talentradar.user_service.SessionServiceFilterTest","com.talentradar.user_service.SessionServiceFilterTest","filterSessions_withUserIdAndDate_shouldCallFilterByUserIdAndDate"
"","1730","Should successfully initiate registration for manager and send event","","Mon Jul 28 10:22:51 GMT 2025","passed","Mon Jul 28 10:22:52 GMT 2025","","com.talentradar.user_service.service.UserServiceTest","com.talentradar.user_service.service.UserServiceTest","initiateRegistration_WithManagerRole_SendsEvent"
"","1","Should successfully load admin user","","Mon Jul 28 10:22:53 GMT 2025","passed","Mon Jul 28 10:22:53 GMT 2025","","com.talentradar.user_service.service.CustomUserDetailsServiceTest","com.talentradar.user_service.service.CustomUserDetailsServiceTest","loadUserByUsername_WithAdminUser_ReturnsAdminUserDetails"
"","6","Should handle null email","","Mon Jul 28 10:22:53 GMT 2025","passed","Mon Jul 28 10:22:53 GMT 2025","","com.talentradar.user_service.service.CustomUserDetailsServiceTest","com.talentradar.user_service.service.CustomUserDetailsServiceTest","loadUserByUsername_WithNullEmail_ThrowsUsernameNotFoundException"
"","12","Should filter sessions with no parameters","","Mon Jul 28 10:22:56 GMT 2025","passed","Mon Jul 28 10:22:56 GMT 2025","","com.talentradar.user_service.controller.SessionControllerTest","com.talentradar.user_service.controller.SessionControllerTest","filterSession_WithNoParameters_ReturnsAllSessions"
"","1","Should handle empty message","","Mon Jul 28 10:22:47 GMT 2025","passed","Mon Jul 28 10:22:47 GMT 2025","","com.talentradar.user_service.exception.AppExceptionTest","com.talentradar.user_service.exception.AppExceptionTest","shouldHandleEmptyMessage"
"","31","Should return bad request for missing role ID","","Mon Jul 28 10:22:56 GMT 2025","passed","Mon Jul 28 10:22:56 GMT 2025","","com.talentradar.user_service.controller.AuthControllerTest","com.talentradar.user_service.controller.AuthControllerTest","inviteUser_WithMissingRoleId_ReturnsBadRequest"
"","21","Should throw exception when token is expired","","Mon Jul 28 10:22:53 GMT 2025","passed","Mon Jul 28 10:22:53 GMT 2025","","com.talentradar.user_service.service.UserServiceTest","com.talentradar.user_service.service.UserServiceTest","validateRegistrationToken_WithExpiredToken_ThrowsException"
"","3","Should throw exception when token is null","","Mon Jul 28 10:22:52 GMT 2025","passed","Mon Jul 28 10:22:53 GMT 2025","","com.talentradar.user_service.service.UserServiceTest","com.talentradar.user_service.service.UserServiceTest","completeRegistration_WithNullToken_ThrowsException"
"","12","Should filter sessions by userId and date","","Mon Jul 28 10:22:56 GMT 2025","passed","Mon Jul 28 10:22:56 GMT 2025","","com.talentradar.user_service.controller.SessionControllerTest","com.talentradar.user_service.controller.SessionControllerTest","filterSession_WithUserIdAndDate_ReturnsFilteredSessions"
"","4","Should create ResourceAlreadyExistsException with message","","Mon Jul 28 10:22:47 GMT 2025","passed","Mon Jul 28 10:22:47 GMT 2025","","com.talentradar.user_service.exception.ResourceAlreadyExistsExceptionTest","com.talentradar.user_service.exception.ResourceAlreadyExistsExceptionTest","shouldCreateWithMessage"
"","5","Should throw exception when email is null","","Mon Jul 28 10:22:50 GMT 2025","passed","Mon Jul 28 10:22:50 GMT 2025","","com.talentradar.user_service.service.SmtpEmailServiceTest","com.talentradar.user_service.service.SmtpEmailServiceTest","sendRegistrationInvite_WithNullEmail_ThrowsException"
"","10","Should handle username generation with conflicts","","Mon Jul 28 10:22:53 GMT 2025","passed","Mon Jul 28 10:22:53 GMT 2025","","com.talentradar.user_service.service.UserServiceTest","com.talentradar.user_service.service.UserServiceTest","completeRegistration_WithUsernameConflict_GeneratesUniqueUsername"
"","1","Should create ResourceNotFoundException with message","","Mon Jul 28 10:22:47 GMT 2025","passed","Mon Jul 28 10:22:47 GMT 2025","","com.talentradar.user_service.exception.ResourceNotFoundExceptionTest","com.talentradar.user_service.exception.ResourceNotFoundExceptionTest","shouldCreateWithMessage"
"","3","Should throw exception when token is empty in validation","","Mon Jul 28 10:22:53 GMT 2025","passed","Mon Jul 28 10:22:53 GMT 2025","","com.talentradar.user_service.service.UserServiceTest","com.talentradar.user_service.service.UserServiceTest","validateRegistrationToken_WithEmptyToken_ThrowsException"
"","55","Should call sendRegistrationInvite multiple times","","Mon Jul 28 10:22:50 GMT 2025","passed","Mon Jul 28 10:22:50 GMT 2025","","com.talentradar.user_service.service.EmailServiceTest","com.talentradar.user_service.service.EmailServiceTest","sendRegistrationInvite_MultipleCalls_CallsServiceMultipleTimes"
"","21","Should return bad request when passwords don't match","","Mon Jul 28 10:22:56 GMT 2025","passed","Mon Jul 28 10:22:56 GMT 2025","","com.talentradar.user_service.controller.AuthControllerTest","com.talentradar.user_service.controller.AuthControllerTest","completeRegistration_WithMismatchedPasswords_ReturnsBadRequest"
"","3","Should throw exception when email already exists","","Mon Jul 28 10:22:53 GMT 2025","passed","Mon Jul 28 10:22:53 GMT 2025","","com.talentradar.user_service.service.UserServiceTest","com.talentradar.user_service.service.UserServiceTest","initiateRegistration_WithExistingEmail_ThrowsException"
"","13","Should verify authentication token contains correct credentials","","Mon Jul 28 10:22:50 GMT 2025","passed","Mon Jul 28 10:22:50 GMT 2025","","com.talentradar.user_service.service.AuthenticationServiceTest","com.talentradar.user_service.service.AuthenticationServiceTest","login_VerifiesAuthenticationTokenContainsCorrectCredentials"
